event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
992,61,Wales,away,93,Substitution,Thomas,Wilson
993,61,Wales,away,95,Substitution,Morrell,Ampadu
994,61,USA,home,100,Yellow card,Acosta,nan
995,62,Netherlands,away,56,Yellow card,de Ligt,nan
996,62,Netherlands,away,62,Substitution,Memphis,Janssen
997,62,Senegal,home,62,Substitution,Jakobs,Diallo
998,62,Senegal,home,69,Substitution,Dieng,Dia
999,62,Senegal,home,73,Substitution,Jackson,Diatta
1000,62,Senegal,home,73,Substitution,Gueye,Kouyaté
1001,62,Netherlands,away,79,Substitution,Klaassen,Bergwijn
1002,62,Netherlands,away,79,Substitution,Koopmeiners,Berghuis
1003,62,Netherlands,away,84,Goal,Gakpo,de Jong
1004,62,Senegal,home,94,Yellow card,Mendy,nan
1005,62,Netherlands,away,94,Substitution,de Roon,Gakpo
1006,62,Senegal,home,96,Yellow card,Gueye,nan
1007,62,Netherlands,away,99,Goal,Klaassen,nan
1008,63,Iran,away,20,Substitution,Hosseini,Beiranvand
1009,63,Iran,away,25,Yellow card,Jahanbakhsh,nan
1010,63,England,home,35,Goal,Bellingham,Shaw
1011,63,England,home,43,Goal,Saka,Maguire
1012,63,England,home,46,Goal,Sterling,Kane
1013,63,Iran,away,45,Substitution,Ezatolahi,Karimi
1014,63,Iran,away,45,Substitution,Gholizadeh,Jahanbakhsh
1015,63,Iran,away,45,Substitution,Kanani,Cheshmi
1016,63,Iran,away,48,Yellow card,Pouraliganji,nan
1017,63,England,home,62,Goal,Saka,Sterling
1018,63,Iran,away,63,Substitution,Torabi,Mohammadi
1019,63,Iran,away,65,Goal,Taremi,Gholizadeh
1020,63,England,home,70,Substitution,Dier,Maguire
1021,63,England,home,71,Substitution,Rashford,Saka
1022,63,England,home,71,Substitution,Grealish,Sterling
1023,63,England,home,71,Substitution,Foden,Mount
1024,63,England,home,71,Goal,Rashford,Kane
1025,63,England,home,76,Substitution,Wilson,Kane
1026,63,Iran,away,77,Substitution,Azmoun,Nourollahi
1027,63,England,home,90,Goal,Grealish,Wilson
1028,63,Iran,away,103,Penalty,Taremi,Penalty
1029,64,Ecuador,away,4,Disallowed goal,goal,nan
1030,64,Qatar,home,15,Yellow card,Al Sheeb,nan
1031,64,Ecuador,away,16,Penalty,Valencia,Penalty
1032,64,Qatar,home,22,Yellow card,Ali,nan
1033,64,Ecuador,away,29,Yellow card,Caicedo,nan
1034,64,Ecuador,away,31,Goal,Valencia,Preciado
1035,64,Qatar,home,36,Yellow card,Boudiaf,nan
1036,64,Ecuador,away,56,Yellow card,Méndez,nan
1037,64,Ecuador,away,68,Substitution,Sarmiento,Ibarra
1038,64,Qatar,home,71,Substitution,Waad,Al Haydos
1039,64,Qatar,home,72,Substitution,Muntari,Ali
1040,64,Ecuador,away,77,Substitution,Cifuentes,Valencia
1041,64,Qatar,home,78,Yellow card,Afif,nan
1042,64,Ecuador,away,90,Substitution,Rodríguez,Estrada
1043,64,Ecuador,away,90,Substitution,Franco,Caicedo
